school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,activities,nursery,higher,internet,romantic,G3,PC1,PC2,PC3,PC4,PC5
0,1,1,1,1,0,2,0,1,1,1,1,1,1,9,-0.064855396,-0.205923644,0.230435181,0.206751273,-0.754140241
0,0,1,0,0,2,2,0,1,1,1,1,1,1,12,2.963217928,2.604930856,2.798547262,-0.529522877,1.040694647
0,0,1,1,1,1,2,3,0,1,1,1,1,1,14,0.049757405,-1.230196104,1.093021532,1.253600634,-0.162333442
0,1,0,0,1,2,2,0,0,1,1,1,1,0,11,-0.540438081,-2.850208837,1.373968685,-3.236380137,-0.042808364
0,1,1,0,1,4,4,3,1,1,1,1,1,1,9,3.666331352,1.132325372,-0.039700486,1.443565661,-0.113126977
0,1,1,0,1,1,2,3,0,1,1,1,1,0,13,0.634696456,2.628088465,0.145145019,0.109913762,-0.826476885
0,1,1,1,1,2,2,1,1,0,1,1,1,0,6,-0.388597963,2.067603798,-0.737077806,-1.270979355,0.233009086
0,1,1,0,1,0,2,3,1,1,1,1,1,1,10,-0.20383369,0.086245033,-3.748856736,1.371695683,0.328729498
0,1,1,1,1,2,2,1,0,1,0,1,1,1,13,-2.145045052,1.137238367,-0.988526051,0.30218155,1.669840207
0,0,1,0,1,2,2,1,1,0,1,1,1,1,12,1.223154586,-2.683494031,-1.501656376,0.896461171,-0.596508916
0,0,0,0,1,0,3,0,1,1,1,1,0,0,11,-0.735496123,-1.454249768,2.80769445,-0.003376766,1.277965091
0,1,1,0,1,2,3,3,0,0,1,0,1,0,0,-1.138857265,-1.268327072,0.192588028,-0.339586222,0.118853083
0,1,1,1,1,1,2,0,1,1,1,1,1,1,12,6.712169831,2.370066074,0.17096959,1.791717926,-3.775283446
0,1,0,1,0,4,2,0,1,0,1,1,1,0,12,1.309417138,-0.126928745,-2.723571434,0.005108282,-0.759148713
0,1,1,1,1,4,2,0,1,1,0,1,1,0,0,1.512316986,-0.693502314,2.379640508,-0.638550202,2.251144014
0,1,1,0,1,3,3,0,1,1,1,1,1,0,12,2.993383092,0.906957329,-1.180240907,0.668933878,0.832807835
0,0,1,0,1,2,2,0,2,0,0,1,1,1,0,0.172168032,0.155790645,-0.771030287,-0.35313587,0.245438488
0,1,1,0,1,2,2,0,1,0,1,1,1,0,18,3.849494807,0.173155319,-0.101604967,-0.95173888,-0.151939317
0,1,1,0,1,2,2,0,0,0,1,1,1,0,13,1.114849393,-1.633465708,0.244778122,-1.666091992,0.992213645
0,1,1,0,1,3,3,2,1,0,0,0,1,1,8,2.001279614,-0.335863785,0.853573174,-0.06288623,1.654891379
0,1,0,1,1,2,3,0,1,0,1,1,1,1,5,2.244278378,-2.26055711,-0.339538634,0.805393231,1.135019447
0,1,1,0,1,2,2,2,1,0,0,1,1,0,15,-2.226249087,-0.518895929,0.351775663,0.061971527,-1.208088647
0,1,1,0,1,3,2,0,1,0,1,0,1,0,8,-1.839969018,-0.1220884,-0.33396357,-0.125042192,-2.718947385
0,1,1,0,1,0,2,3,2,0,0,1,1,0,10,-0.02588629,-1.270216014,1.792095667,1.094786012,-0.638176383
0,1,1,0,1,3,3,2,1,0,0,0,1,0,8,-1.245855915,-2.224012942,0.327039024,-0.440689241,-0.941825679
0,1,0,0,1,2,2,0,1,1,0,1,0,0,8,-1.458015604,-0.366039365,-1.710358708,-0.086069063,-0.797248766
0,1,0,0,1,2,2,0,1,0,0,1,1,0,12,-1.661336624,-1.320789302,0.511556774,1.007509753,-0.521250693
0,1,1,1,1,1,2,0,1,1,1,1,1,0,8,-1.456009243,-0.709837708,-0.878472828,-0.969478917,-0.908020682
0,0,1,1,1,4,3,3,1,1,1,1,1,0,13,-0.584070758,-1.918397452,-0.102899177,0.441916549,-0.74938037
0,1,1,1,0,3,0,3,1,0,1,1,1,0,11,0.475058812,3.443878671,2.345044584,-0.498428682,-2.011489181
0,1,1,0,1,2,2,1,1,1,1,1,1,0,14,2.44985829,1.025002062,0.390738416,1.123920023,1.077316842
0,0,1,1,1,3,3,0,0,1,1,1,1,1,0,-0.514055108,1.969534987,-0.771966528,0.166010132,-0.700895007
0,1,1,0,1,4,2,0,1,0,0,1,1,0,8,2.07246393,-2.124674594,-1.697785799,0.34287507,-0.451479448
0,1,0,0,1,2,2,0,1,1,0,1,0,0,12,2.663828666,1.803716481,-0.91192048,0.882588655,-1.922899915
0,0,1,0,1,2,2,1,1,1,0,1,0,0,9,-0.415767164,0.631582922,1.679257665,2.129988929,-1.552999215
0,0,1,0,1,0,3,1,1,1,1,1,1,1,0,0.564649954,-2.690378745,1.1460869,0.853758851,-0.019127078
0,1,0,1,0,2,2,3,1,1,1,1,1,0,17,0.107848567,-0.784410156,2.535656681,0.133229701,-0.42732855
0,1,1,0,1,3,2,2,1,1,1,1,1,1,10,-1.197139589,-0.6507285,-0.602848993,-0.335371473,-0.684801814
0,0,0,0,1,4,2,3,1,1,1,1,1,0,11,1.339406428,0.360363545,1.083802403,0.64026926,0.748911658
0,1,1,0,1,1,2,3,0,1,1,1,1,1,10,-0.651757199,1.13021178,-2.100244765,-0.054493136,-2.522815286
0,0,0,0,1,2,2,3,1,0,1,0,1,1,0,-0.809783469,0.49037649,-0.607702229,-0.861879263,-1.606504912
0,0,1,0,1,2,3,1,2,1,1,1,1,0,9,2.806425643,2.117366853,0.397914076,0.410962676,-1.460391038
0,0,1,0,1,2,3,3,0,1,1,1,1,1,14,-0.491000118,-3.40993548,1.631129837,0.323458776,-0.408843941
0,0,1,1,1,2,2,1,1,0,0,1,0,0,11,1.209515412,-2.654962713,0.125020986,1.79653128,0.209128113
0,1,0,0,1,0,0,1,1,1,0,1,0,1,14,0.582622849,-0.654178229,-0.394046527,2.07336042,0.495616393
0,0,1,0,1,0,1,3,1,0,1,1,1,1,10,0.581116228,-2.26753949,1.098212512,0.285674426,0.373145231
0,0,1,1,1,3,2,0,1,0,1,1,1,1,12,-1.387275688,-0.666334407,2.95342239,0.693073002,-1.31405119
0,0,1,0,1,1,1,3,0,1,1,1,1,1,8,-2.426396767,1.185707643,-0.123215021,1.710728268,-1.47800723
0,1,1,1,1,4,3,0,1,1,1,1,1,0,10,0.088717766,0.964991138,0.300431824,-0.06099123,-0.596757299
0,1,1,1,0,4,3,1,1,0,1,1,1,0,10,0.446134695,-1.835164922,0.59656783,2.173091011,-0.615828877
0,0,0,1,1,0,2,3,1,1,1,1,0,0,12,-2.289554601,-1.663934804,2.974340617,-1.520668276,-1.245661966
0,0,1,0,1,2,2,1,1,1,1,1,1,0,10,-1.263652504,-0.940125972,0.93324356,1.509385376,-0.384410247
0,0,1,0,1,2,2,0,1,0,0,1,1,0,11,-0.405551577,0.95378625,0.258444305,0.667879161,0.871226232
0,1,1,0,1,2,2,3,0,0,0,1,1,0,11,0.129447984,2.060667793,-0.764614639,-1.475446629,-1.466176199
0,0,1,0,1,0,0,2,1,0,1,1,1,0,19,-0.122300487,1.054365357,-1.082483535,1.014938151,-1.803274836
0,0,1,0,1,3,4,3,1,0,1,1,1,0,12,-2.61719689,0.010228683,0.20536155,0.667625211,-1.220420395
0,1,1,0,1,3,3,3,1,1,1,1,1,0,14,-1.608541978,2.241036461,1.090621981,-1.807957745,-1.760684058
0,1,1,1,0,4,4,3,1,1,1,1,1,0,15,-1.731676863,1.073052415,-1.248110727,0.20911747,-1.937451077
0,1,1,0,1,4,2,1,1,1,1,1,1,1,11,-1.343507264,0.989822097,-1.00623004,-2.147822722,1.307348608
0,0,1,0,1,1,3,3,1,0,1,1,1,0,15,-1.938915348,-0.483023222,0.530491039,0.210602128,-0.203082433
0,0,1,1,1,3,0,3,1,0,1,1,1,1,13,-2.285401483,-0.727213965,1.974074556,0.551151712,0.463088252
0,0,0,1,1,3,2,3,1,0,1,1,0,0,18,-0.667241605,0.47470222,0.598791083,1.86758179,-2.988473011
0,1,0,1,1,3,2,3,1,1,1,1,1,0,14,-1.041266051,-0.157618722,-0.035374871,1.179921643,-1.202785127
0,1,1,0,1,1,2,1,1,0,1,1,1,0,11,-1.210887846,-0.248540579,1.722395706,3.071229905,0.476553864
0,0,1,0,1,1,2,3,2,1,1,1,1,0,0,-0.488169843,0.252034961,0.157680273,1.998124418,0.080247905
0,0,1,1,1,2,2,1,2,0,1,1,1,1,8,2.140942437,-1.475402099,1.42055064,1.238847416,-2.320701679
0,0,1,0,1,2,2,3,0,0,1,1,1,0,14,1.715777639,-1.569689779,0.084949978,0.058510697,-0.924462779
0,1,1,1,1,4,4,1,1,0,1,1,1,1,16,0.249055149,-1.939649979,2.101510495,-0.334940004,-2.329481127
0,0,1,1,0,1,2,1,1,0,1,1,1,1,11,1.304796569,-1.169450443,1.216909995,1.4682587,-0.148516581
0,1,1,1,1,2,4,1,0,0,1,1,1,0,10,0.28784385,-3.148909422,1.772641156,-0.15192933,-2.752005615
0,0,1,0,1,2,2,3,1,0,1,1,1,0,14,0.810866684,-2.222524042,0.083133079,0.472526957,-0.557879193
0,0,1,0,1,1,1,3,0,1,0,1,1,0,18,-1.265656218,0.298101052,-1.355177162,0.870547761,-1.288489455
0,1,1,0,1,2,2,1,2,1,1,1,1,1,13,0.563467483,2.5045942,-0.058868954,-0.124036994,0.600926034
0,0,1,0,1,3,0,3,2,1,1,1,1,0,12,0.29902819,3.03441827,-0.577343701,0.688096318,0.277892987
0,1,1,0,0,3,2,0,2,1,1,1,0,0,18,-0.632067079,-1.738986538,0.090512727,-0.577267794,-1.247822812
0,1,0,0,1,2,3,3,0,1,1,1,0,1,12,0.46845628,0.100656679,1.553150048,0.035665552,0.40351818
0,0,1,1,1,0,2,3,2,1,0,1,1,0,10,0.808666603,-1.154926706,3.368385856,-0.898044135,0.004436107
0,0,1,1,1,3,3,1,2,1,0,1,0,1,0,-1.212985027,1.517027288,-0.832667462,0.01432003,-1.090957845
0,0,1,0,1,0,2,2,2,0,1,0,1,1,13,1.64758546,3.283040831,1.403983512,0.073590534,1.020627931
0,1,1,0,1,2,3,0,2,0,0,1,1,0,11,5.006298932,2.975935508,1.822952119,-0.616623969,1.449851623
0,0,1,0,1,0,1,1,2,0,0,1,1,1,13,-2.162793414,1.266276599,0.018190278,0.039348759,-0.141315071
0,0,1,0,1,3,2,0,1,1,1,1,1,0,0,-1.676516396,-0.062625795,0.08654026,1.074838373,-0.125757162
0,0,1,0,1,2,2,0,1,1,1,1,1,1,9,-0.055178051,-0.963093949,-3.060619006,1.124750529,-0.2307877
0,0,0,0,1,0,3,0,0,1,0,1,1,0,10,-0.189275755,-1.950828754,-0.602383823,0.204966566,-0.842328321
0,0,1,0,1,4,2,0,1,0,1,1,1,0,11,-0.232380872,-1.722092211,-0.008611462,1.250865846,-0.385031857
0,0,1,0,1,2,2,0,1,0,1,1,0,1,9,0.208957793,-0.851490923,1.091293507,2.383620766,-1.310320175
0,0,0,1,1,3,3,0,1,1,1,1,1,0,11,0.642087757,-0.16049969,-0.480480088,-0.818499086,-0.198066826
0,0,1,0,1,3,3,0,0,0,0,1,1,0,15,-2.513999783,-0.284596064,1.386620989,1.359583904,-2.246647523
0,0,1,1,1,0,0,1,0,0,1,1,1,0,15,0.60883861,0.321535667,0.136281631,-0.392929119,-0.674036785
0,1,1,0,1,2,2,0,1,1,1,1,1,0,11,1.225905913,-1.325728743,1.061686389,0.93413568,-1.592051475
0,1,1,0,1,2,3,3,1,1,0,1,1,0,16,-0.682766348,1.325279571,-1.311771085,-0.061450011,-1.029308025
0,1,0,0,1,3,2,0,1,0,1,1,1,0,10,-1.194037975,1.625693977,0.877583816,0.485582197,-0.592697025
0,0,1,0,1,4,3,0,1,1,1,1,1,0,9,0.181780163,-1.913125869,-0.543311658,-1.120192833,0.212282475
0,0,1,0,1,4,4,0,1,0,0,1,1,1,14,-0.579877439,-0.71292635,0.075152322,0.329940199,-1.046680024
0,1,1,1,1,2,2,0,1,1,1,1,1,0,8,0.075741986,0.631876484,1.50782001,1.290331734,-1.581275765
0,0,0,0,1,0,2,0,0,0,1,1,1,1,14,-2.210401906,0.751701566,0.908204967,1.071169354,-0.916076038
0,0,1,0,1,3,3,1,1,1,1,1,1,0,0,0.184155523,1.824243294,-0.789522893,1.933568517,0.15386547
0,0,1,1,1,2,2,1,2,1,0,1,1,1,0,-1.514056051,1.243971585,0.483374824,0.727326106,0.164098214
0,0,0,0,1,0,2,0,1,1,1,1,0,0,0,4.725432066,3.936601831,1.638591222,-0.489657754,-0.010679443
0,0,1,0,1,3,2,0,1,0,1,1,1,0,15,4.86590229,-1.266032059,0.225126888,1.247411717,-1.159139445
0,0,0,0,0,3,0,1,2,0,1,1,0,0,13,0.313246479,1.575430556,0.819429238,0.99830509,0.425258381
0,0,1,0,1,2,2,1,1,0,1,1,1,1,0,2.173943238,-0.388156967,-0.582073716,-0.183842629,-0.641552853
0,0,1,1,1,3,3,1,1,0,1,1,1,0,17,4.369071388,-0.80685177,0.559930618,0.489367023,0.795160415
0,0,0,0,0,2,2,1,1,0,1,1,1,0,10,-0.301728465,1.754246531,-0.028815037,1.353598722,-0.533529585
0,0,1,0,1,3,3,1,2,1,1,1,1,1,11,-0.905477961,-0.460862464,-1.296436469,1.452672416,0.308445701
0,1,1,0,1,4,3,1,0,1,1,1,1,0,0,-1.652669504,1.274827906,-0.685561729,-0.054486255,0.514815644
0,1,1,1,1,3,2,1,1,1,1,1,1,1,15,-0.454543075,-0.551935087,0.499769046,-2.595431229,-0.030696208
0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1.193211349,-2.479704411,1.03802628,-0.984813513,-0.084406819
0,0,1,0,1,0,2,0,1,0,1,1,1,0,10,-0.928187425,-2.745190527,3.036049481,1.166569855,0.642091839
0,0,1,0,1,2,3,2,1,0,1,1,1,1,14,0.865606682,0.458189073,0.947360341,-0.057369022,1.289792759
0,1,0,0,1,4,3,0,1,0,1,1,1,1,16,2.280399873,-1.252224764,1.790634494,0.738768622,0.873658821
0,1,1,0,1,4,2,0,1,0,1,1,1,1,9,-0.407282992,0.051030226,0.042500129,-0.482810902,0.098041937
0,0,1,0,1,1,2,3,1,1,1,1,1,1,15,-2.872405602,1.248959412,0.430085182,-0.918937567,-1.525545694
1,1,0,0,1,2,2,0,1,0,0,1,1,0,13,-0.000834123,-2.12547883,1.127969403,-1.669809818,0.279752062
1,1,0,0,1,2,3,1,2,0,1,1,1,0,8,2.056572572,0.387044731,0.862236806,-0.904333228,-0.393123118
1,1,1,0,1,1,2,0,1,0,1,1,1,0,13,-1.647267464,1.25103207,-0.111540234,-0.799517714,0.340306803
1,1,1,1,1,0,3,0,1,0,1,0,1,1,8,1.62645301,-3.559432995,-0.290839196,-1.176870667,0.49531187
1,1,0,0,1,2,2,1,2,0,1,1,1,0,8,-0.093552342,-0.855311271,-0.338990733,0.076979579,0.812681248
1,1,0,0,1,3,2,1,1,1,0,1,1,1,11,0.14888936,2.72550328,0.55184907,-2.091947496,-0.068109025
1,0,1,0,1,3,3,0,0,0,1,1,0,1,9,0.582128318,-2.065862724,-1.625041554,-1.152140717,-1.669423274
1,0,0,0,1,4,3,2,0,1,1,1,1,0,13,1.701105189,-0.614658642,1.97297652,-0.464745779,0.717575893
1,0,1,1,0,3,2,3,1,0,1,1,0,1,11,-0.813830918,-1.248749055,0.87355698,0.338501274,-1.239683492
1,1,1,1,1,2,3,1,0,0,0,1,1,1,10,2.491074595,-0.564621257,-0.560677921,0.567777134,-1.950683735
1,0,1,1,1,0,3,0,0,0,1,1,1,0,16,-3.177448832,1.291387575,1.42881221,1.922163478,-0.956764692
1,0,0,1,0,0,2,0,1,0,1,1,0,1,13,1.506690444,-3.091048552,0.623807781,-0.65638529,0.675645262
1,1,0,1,1,0,2,2,1,1,0,0,0,0,12,-0.729058073,-0.610371171,0.414843382,2.347579281,-1.672889983
1,0,1,0,1,3,3,2,1,0,1,1,1,1,10,0.828685536,3.010642174,-0.8980071,0.558896173,-0.647636758
1,0,1,1,1,0,0,0,1,1,1,1,1,1,15,-1.865539544,-0.1288864,1.101754345,-0.889098837,-1.321637986
1,0,0,0,1,2,3,0,0,0,0,1,0,0,12,1.56086574,0.652774833,0.937938694,1.151151692,-2.214949377
1,1,0,0,1,0,2,0,1,0,1,1,0,0,10,-1.165506222,2.383537902,0.578988633,-0.996128712,-1.571631257
1,1,1,1,1,4,3,2,1,0,1,1,1,1,13,2.191365301,-1.36972968,-0.525257616,0.411672493,0.676815847
1,0,0,0,1,2,3,3,1,0,1,1,1,1,0,-0.754563195,-0.94322856,-0.04833054,0.516319495,0.219485262
1,0,1,0,1,0,3,0,0,0,1,1,1,1,10,2.854536038,-2.716820397,-0.739797719,-0.219972327,0.73265053
1,0,0,0,1,2,4,2,0,0,0,1,1,1,11,3.241651571,1.932011874,-1.284284689,0.440043453,-0.865246496
1,0,1,1,1,3,3,1,2,1,1,1,0,1,9,0.634443466,-1.079609183,0.231229104,0.697479194,0.159439632
1,1,0,1,1,0,3,2,0,1,1,0,1,1,12,0.752199263,1.496287179,-2.578902041,-0.115909828,0.517216604
1,0,1,0,1,2,0,1,1,1,1,1,0,1,11,0.534236686,-1.440731896,-1.798503421,1.523878588,-0.065441032
1,0,0,0,1,2,2,0,1,1,1,1,1,0,5,-0.050693513,-1.769162741,-0.551471395,0.442224188,-1.458020318
1,0,0,1,1,2,2,3,1,0,1,1,1,0,19,1.25791748,-4.041955159,-0.793416868,-3.549969017,-0.254142428
1,0,0,0,1,2,2,1,1,0,1,1,1,0,10,4.924818771,1.973428124,0.600987262,2.118133084,-1.236539524
1,0,1,0,1,1,2,0,2,0,0,1,1,1,15,2.14131719,1.845113639,2.711262348,-0.948574524,-0.215151668
1,0,0,1,1,4,3,0,1,1,1,1,1,0,10,4.532712691,-1.133282736,0.453375239,2.481092216,-1.054362995
1,0,1,0,1,2,2,1,1,0,1,1,1,1,15,1.941713803,1.09147446,1.134444378,-0.802495187,2.051583358
1,0,0,0,1,0,2,3,1,1,0,1,1,0,10,3.112821119,-0.896902029,0.921213141,-1.226760411,-0.122884199
1,1,1,0,1,4,4,1,0,1,0,1,1,0,14,-0.251721358,3.147250769,-0.522187085,0.511196787,1.503978244
1,1,0,0,1,2,2,2,1,1,0,1,1,1,7,-1.050334844,-1.482766512,0.921807797,-0.372935837,-1.501223406
1,1,1,0,1,2,3,1,0,1,1,1,1,0,10,-1.195386249,-2.400809728,-0.733805945,-0.872665009,-0.678067403
1,1,0,0,1,2,3,2,1,0,1,1,0,0,0,-0.678943289,-1.523311221,1.804643038,-0.248363878,1.183092675
1,1,0,0,1,2,2,1,0,0,1,1,0,0,5,0.814626007,-1.197515567,-0.945035616,0.29714467,-1.162689412
1,0,0,0,1,0,2,2,1,0,1,1,0,0,10,1.664601503,4.862811967,0.460502999,0.385308279,-0.89863426
1,0,0,0,1,4,0,3,1,1,1,1,1,1,6,3.539137684,2.390589741,2.535054469,-1.652066122,0.86111299
1,0,0,0,1,3,2,0,1,1,0,1,1,0,0,0.545015126,1.058523832,-0.792380784,2.132058908,-0.643775292
1,0,1,1,1,4,3,0,1,0,1,1,1,0,8,-0.293536324,-2.601969687,1.641788574,0.534894326,-0.770305813
1,0,1,0,1,2,2,0,1,1,1,1,0,0,0,0.110570989,-0.999897682,2.352175668,0.161184096,-1.666687247
1,1,1,1,0,3,3,0,2,0,1,1,0,0,9,-2.604866929,0.360098841,0.731184796,-0.573456655,-0.393857673
1,1,1,1,1,3,3,0,1,0,0,1,1,0,16,-0.043228015,-0.841487107,0.951841199,-0.962394687,-0.567048571
1,1,0,0,1,2,2,0,2,0,0,1,0,0,7,-0.904674554,1.812447079,-1.382486625,1.49947544,-0.547811253
1,1,0,1,1,3,2,0,1,0,0,1,1,0,10,2.03085899,0.573097205,0.295620356,1.789380811,-0.192726204
1,1,1,1,1,2,0,0,0,0,1,1,1,0,9,-0.964039991,2.257916368,0.907761641,1.570763513,-1.171295171

